prices;fecha;market_caps;total_volumes;Id
0.026196651773644376;2022-08-23;1896520772.364792;86832690.04767835;vechain
0.026524429962314133;2022-08-24;1924816987.89276;89346271.15570791;vechain
0.026266025978741073;2022-08-25;1904389279.285189;79002681.08319448;vechain
0.026795205445720956;2022-08-26;1946225693.180436;66045351.86309405;vechain
0.024428372940205455;2022-08-27;1762169210.4257483;90405438.75904414;vechain
0.02454421376065078;2022-08-28;1779530361.7876382;68201770.53541242;vechain
0.023807375421780207;2022-08-29;1727754551.3425372;56058666.42838857;vechain
0.024914680128042068;2022-08-30;1806170985.4804738;74085850.7429995;vechain
0.02431766921474447;2022-08-31;1772354835.9947574;72395905.68546198;vechain
0.024175625751373088;2022-09-01;1753757315.044417;70428800.22313887;vechain
0.02434394430259;2022-09-02;1762164878.6831021;65868203.0884692;vechain
0.02409308211261121;2022-09-03;1747252498.1486318;66643813.58637626;vechain
0.024196704635043916;2022-09-04;1756437016.675591;52637660.4539514;vechain
0.024991638394405217;2022-09-05;1811661412.368174;60864153.42620246;vechain
0.024457659457929916;2022-09-06;1770657618.970239;62135389.515935734;vechain
0.023034736822163622;2022-09-07;1672401515.0875835;86595915.08818536;vechain
0.023847218099105942;2022-09-08;1731527277.103703;77052961.71326897;vechain
0.02428063607792005;2022-09-09;1759153374.7904518;71642944.11605099;vechain
0.02561859887765646;2022-09-10;1857892558.0509355;93711233.6455505;vechain
0.025771320366846845;2022-09-11;1868425216.8448029;70440410.17919536;vechain
0.025659985872276726;2022-09-12;1861824919.4070163;66313473.956489116;vechain
0.025621567798292007;2022-09-13;1858906775.962138;95814238.60218078;vechain
0.02354883458278807;2022-09-14;1708872596.5680614;109156726.85112645;vechain
0.024062631972844976;2022-09-15;1741334434.7071974;81522398.2774881;vechain
0.02322760419689521;2022-09-16;1684451682.0179565;91361148.84926057;vechain
0.023355462648522736;2022-09-17;1690963228.0618966;70641537.61419249;vechain
0.024370278588271038;2022-09-18;1765639941.442105;59429714.6198376;vechain
0.022470154430992224;2022-09-19;1632683245.6238317;79516215.21872401;vechain
0.02290861282284726;2022-09-20;1663212153.8651745;89128988.26495093;vechain
0.022682350455325878;2022-09-21;1647887876.030506;69529629.14426206;vechain
0.022041054023394457;2022-09-22;1596912923.639397;104214508.40460795;vechain
0.022956062225784838;2022-09-23;1660059282.6179063;81564749.02411044;vechain
0.023305660302242;2022-09-24;1691489095.9592118;77533158.69993638;vechain
0.022892710348719963;2022-09-25;1660412964.8964386;61117054.278508455;vechain
0.02243978566402154;2022-09-26;1623809798.3214579;57239036.86687898;vechain
0.02266180263139474;2022-09-27;1643288905.4856236;70273915.5544263;vechain
0.022705428813966096;2022-09-28;1648567431.5649161;82304820.5910138;vechain
0.022950148977973518;2022-09-29;1665174102.0058799;69356604.62541646;vechain
0.02346580973618978;2022-09-30;1700404667.7936044;63664665.51688941;vechain
0.023085805969718414;2022-10-01;1674902572.3606966;61585549.427987255;vechain
0.023356908657802277;2022-10-02;1695007811.7986987;45578545.40594817;vechain
0.022622819783689747;2022-10-03;1648282166.0239546;50520341.11098732;vechain
0.02354910871994594;2022-10-04;1709627043.6873899;51300049.127199784;vechain
0.02397802348538214;2022-10-05;1741068462.995805;61132452.76351933;vechain
0.023874314984402286;2022-10-06;1730881766.8613849;48466786.0612895;vechain
0.02340807629723398;2022-10-07;1696875300.2714612;46014353.607021146;vechain
0.02310490115028172;2022-10-08;1675729868.8785446;51066423.08990052;vechain
0.022938158050299782;2022-10-09;1662824011.5038333;39245506.989124365;vechain
0.023120921002430152;2022-10-10;1673049236.9455044;38168572.627383985;vechain
0.02280785873953585;2022-10-11;1654939394.3244617;54687176.57679658;vechain
0.0227343015790036;2022-10-12;1646281497.305382;56033791.26690592;vechain
0.0228106095421593;2022-10-13;1654199586.583775;38422721.874282025;vechain
0.02303840032465111;2022-10-14;1670024103.5916126;77724479.08382715;vechain
0.022836241776007724;2022-10-15;1653843216.0529675;57806368.42170149;vechain
0.022800054382884686;2022-10-16;1652560160.8502614;46761800.8386284;vechain
0.022928903817621794;2022-10-17;1664066955.7233753;36795653.74972382;vechain
0.02335190903294375;2022-10-18;1693120059.5114913;46537668.8572402;vechain
0.023052939683267513;2022-10-19;1672987660.1332963;58092570.59222494;vechain
0.022342325795483124;2022-10-20;1621154016.7104824;51217878.37639238;vechain
0.021858483688124694;2022-10-21;1587678989.753641;54559898.18910711;vechain
0.02247769361877979;2022-10-22;1629998805.4185164;50667811.1732632;vechain
0.02260181034666045;2022-10-23;1638970469.3045623;35895810.14549419;vechain
0.02281758674597962;2022-10-24;1653693478.055069;44470132.05847556;vechain
0.02243115239876237;2022-10-25;1626251822.5625317;44803985.40076866;vechain
0.022904349429046872;2022-10-26;1660133684.814527;62165246.422138914;vechain
0.02337675731358849;2022-10-27;1692623110.9225836;57728260.70215787;vechain
0.022941136899278774;2022-10-28;1665560474.7454839;58891329.38685484;vechain
0.02352881288351367;2022-10-29;1704867440.3727539;51380000.949367166;vechain
0.02396304279656139;2022-10-30;1734613193.231407;65202549.319080524;vechain
0.02354918461742913;2022-10-31;1704904069.881041;57064445.969773665;vechain
0.023959499939862572;2022-11-01;1736971859.6196365;54397325.17497414;vechain
0.023501287688402876;2022-11-02;1703565355.4305432;50160128.56712007;vechain
0.02318174873071436;2022-11-03;1682140316.588021;63340700.85074177;vechain
0.023706313322239398;2022-11-04;1716361654.3243465;53585089.23943733;vechain
0.025368167313687795;2022-11-05;1838346680.0974653;95589395.57596548;vechain
