Time;Open;High;Low;Close;Id
2022-08-23;1.59;1.59;1.59;1.59;tezos
2022-08-27;1.6;1.67;1.48;1.48;tezos
2022-08-31;1.47;1.53;1.44;1.5;tezos
2022-09-03;1.51;1.54;1.49;1.49;tezos
2022-09-07;1.52;1.56;1.43;1.43;tezos
2022-09-11;1.49;1.66;1.49;1.66;tezos
2022-09-15;1.68;1.68;1.53;1.61;tezos
2022-09-19;1.52;1.55;1.44;1.44;tezos
2022-09-23;1.49;1.51;1.41;1.51;tezos
2022-09-27;1.53;1.53;1.46;1.47;tezos
2022-09-30;1.45;1.45;1.44;1.44;tezos
2022-10-03;1.42;1.42;1.38;1.38;tezos
2022-10-07;1.44;1.46;1.43;1.43;tezos
2022-10-11;1.41;1.43;1.37;1.37;tezos
2022-10-15;1.34;1.38;1.34;1.37;tezos
2022-10-19;1.36;1.39;1.35;1.38;tezos
2022-10-23;1.33;1.35;1.32;1.35;tezos
2022-10-27;1.37;1.43;1.35;1.43;tezos
2022-10-31;1.42;1.44;1.42;1.42;tezos
2022-11-03;1.43;1.43;1.38;1.38;tezos
2022-11-07;1.37;1.45;1.37;1.37;tezos
2022-11-11;1.36;1.36;1.009;1.15;tezos
2022-11-15;1.08;1.08;1.016;1.016;tezos
2022-11-19;1.028;1.028;0.977534;0.983045;tezos
2022-11-23;1.001;1.001;0.940914;0.969161;tezos
2022-11-27;1.007;1.009;0.988599;0.988599;tezos
2022-11-30;0.990082;0.990082;0.980964;0.981244;tezos
2022-12-03;1.026;1.033;1.003;1.033;tezos
2022-12-07;1.002;1.018;1.002;1.018;tezos
2022-12-11;0.98841;1.008;0.98841;1.005;tezos
2022-12-15;0.994789;0.994789;0.953214;0.953214;tezos
2022-12-19;0.952255;0.952255;0.841741;0.842436;tezos
2022-12-23;0.780813;0.812469;0.780813;0.806679;tezos
2022-12-27;0.808473;0.808473;0.790027;0.799939;tezos
2022-12-31;0.77528;0.77528;0.726307;0.726307;tezos
2023-01-03;0.720353;0.74328;0.720353;0.74328;tezos
2023-01-07;0.757277;0.776838;0.757277;0.776838;tezos
2023-01-11;0.794756;0.832267;0.794756;0.831359;tezos
2023-01-15;0.860329;1.005;0.860329;1.005;tezos
2023-01-19;1.026;1.026;0.95885;0.95885;tezos
2023-01-23;0.997032;1.11;0.997032;1.11;tezos
2023-01-27;1.12;1.12;1.062;1.095;tezos
2023-01-31;1.12;1.17;1.059;1.059;tezos
2023-02-03;1.062;1.098;1.062;1.097;tezos
2023-02-07;1.14;1.18;1.14;1.15;tezos
2023-02-11;1.22;1.22;1.078;1.09;tezos
2023-02-15;1.089;1.089;1.042;1.066;tezos
2023-02-19;1.15;1.18;1.095;1.18;tezos
2023-02-23;1.19;1.44;1.19;1.44;tezos
2023-02-27;1.35;1.35;1.2;1.21;tezos
2023-02-28;1.19;1.21;1.14;1.18;tezos
2023-03-07;1.15;1.15;1.12;1.14;tezos
2023-03-11;1.11;1.11;0.990482;1.014;tezos
2023-03-15;0.985083;1.2;0.985083;1.2;tezos
2023-03-19;1.15;1.25;1.15;1.2;tezos
2023-03-23;1.25;1.25;1.12;1.12;tezos
2023-03-27;1.17;1.17;1.12;1.15;tezos
2023-03-31;1.082;1.14;1.082;1.11;tezos
2023-04-03;1.12;1.13;1.1;1.1;tezos
2023-04-07;1.11;1.14;1.11;1.14;tezos
2023-04-11;1.1;1.12;1.1;1.12;tezos
2023-04-15;1.12;1.16;1.098;1.16;tezos
2023-04-19;1.16;1.18;1.14;1.16;tezos
2023-04-23;1.061;1.061;1.004;1.036;tezos
2023-04-27;1.02;1.024;1.004;1.007;tezos
2023-04-30;1.03;1.032;1.014;1.032;tezos
2023-05-03;1.009;1.009;0.987757;0.994647;tezos
2023-05-07;0.997542;1.026;0.983112;0.983112;tezos
2023-05-11;0.968023;0.968023;0.906725;0.917213;tezos
2023-05-15;0.894694;0.895139;0.884557;0.888326;tezos
2023-05-19;0.892925;0.912509;0.892925;0.905017;tezos
2023-05-23;0.893135;0.909549;0.893135;0.894846;tezos
2023-05-27;0.900124;0.900124;0.870223;0.887007;tezos
2023-05-31;0.901339;0.936409;0.901339;0.936119;tezos
2023-06-03;0.909375;0.916382;0.888639;0.916382;tezos
2023-06-07;0.921511;0.921511;0.862376;0.880985;tezos
2023-06-11;0.849604;0.849604;0.730855;0.730855;tezos
2023-06-15;0.72015;0.726688;0.72015;0.726688;tezos
2023-06-19;0.719583;0.729918;0.71707;0.717853;tezos
2023-06-23;0.725124;0.776009;0.725124;0.763915;tezos
2023-06-27;0.795509;0.823785;0.795509;0.797844;tezos
2023-06-30;0.80652;0.80652;0.760663;0.769066;tezos
2023-07-03;0.805721;0.834758;0.805721;0.834758;tezos
2023-07-07;0.846646;0.846646;0.782674;0.782674;tezos
2023-07-11;0.793531;0.81546;0.793531;0.812413;tezos
2023-07-15;0.828357;0.904993;0.82394;0.876785;tezos
2023-07-19;0.880194;0.880194;0.825223;0.825223;tezos
2023-07-23;0.839533;0.868371;0.835832;0.835832;tezos
2023-07-27;0.878033;0.878033;0.809936;0.814446;tezos
2023-07-31;0.808856;0.842537;0.808856;0.836466;tezos
2023-08-03;0.826078;0.838646;0.826078;0.835268;tezos
2023-08-07;0.815572;0.815572;0.802759;0.802759;tezos
2023-08-11;0.791416;0.800126;0.789703;0.789703;tezos
2023-08-15;0.794416;0.797832;0.792673;0.797832;tezos
2023-08-19;0.763171;0.763171;0.681019;0.700334;tezos
2023-08-23;0.708157;0.710075;0.698504;0.698504;tezos
