Time;Open;High;Low;Close;Id
2022-08-23;0.02619665;0.02619665;0.02619665;0.02619665;vechain
2022-08-27;0.02652443;0.02679521;0.02442837;0.02442837;vechain
2022-08-31;0.02454421;0.02491468;0.02380738;0.02431767;vechain
2022-09-03;0.02417563;0.02434394;0.02409308;0.02409308;vechain
2022-09-07;0.0241967;0.02499164;0.02303474;0.02303474;vechain
2022-09-11;0.02384722;0.02577132;0.02384722;0.02577132;vechain
2022-09-15;0.02565999;0.02565999;0.02354883;0.02406263;vechain
2022-09-19;0.0232276;0.02437028;0.02247015;0.02247015;vechain
2022-09-23;0.02290861;0.02295606;0.02204105;0.02295606;vechain
2022-09-27;0.02330566;0.02330566;0.02243979;0.0226618;vechain
2022-09-30;0.02270543;0.02346581;0.02270543;0.02346581;vechain
2022-10-03;0.02308581;0.02335691;0.02262282;0.02262282;vechain
2022-10-07;0.02354911;0.02397802;0.02340808;0.02340808;vechain
2022-10-11;0.0231049;0.02312092;0.02280786;0.02280786;vechain
2022-10-15;0.0227343;0.0230384;0.0227343;0.02283624;vechain
2022-10-19;0.02280005;0.02335191;0.02280005;0.02305294;vechain
2022-10-23;0.02234233;0.02260181;0.02185848;0.02260181;vechain
2022-10-27;0.02281759;0.02337676;0.02243115;0.02337676;vechain
2022-10-31;0.02294114;0.02396304;0.02294114;0.02354918;vechain
2022-11-03;0.0239595;0.0239595;0.02318175;0.02318175;vechain
2022-11-07;0.02370631;0.02576838;0.02370631;0.02472623;vechain
2022-11-11;0.02679603;0.02679603;0.01957904;0.02231831;vechain
2022-11-15;0.02151587;0.02151587;0.01916742;0.01916742;vechain
2022-11-19;0.01976338;0.01996167;0.01927945;0.01927945;vechain
2022-11-23;0.01931633;0.01931633;0.01782646;0.01813623;vechain
2022-11-27;0.01901865;0.01917;0.01897623;0.01897623;vechain
2022-11-30;0.01880991;0.01880991;0.01829407;0.01855272;vechain
2022-12-03;0.01932324;0.01944068;0.01908336;0.01944068;vechain
2022-12-07;0.01905557;0.01936414;0.01905557;0.01923797;vechain
2022-12-11;0.01871567;0.0192605;0.01871567;0.0192605;vechain
2022-12-15;0.01907872;0.01907872;0.01874399;0.01874399;vechain
2022-12-19;0.01813836;0.01813836;0.01670139;0.01670139;vechain
2022-12-23;0.01584306;0.01639112;0.01584306;0.01639112;vechain
2022-12-27;0.01629201;0.01629201;0.01616909;0.01616909;vechain
2022-12-31;0.01598994;0.01598994;0.01559974;0.01568851;vechain
2023-01-03;0.01578643;0.01615583;0.01578643;0.01615583;vechain
2023-01-07;0.01608666;0.01658852;0.01608666;0.0164431;vechain
2023-01-11;0.01638107;0.01814952;0.01638107;0.01814952;vechain
2023-01-15;0.01838692;0.02074662;0.01838692;0.02074662;vechain
2023-01-19;0.02109833;0.02132413;0.0197751;0.0197751;vechain
2023-01-23;0.02033161;0.02240936;0.02033161;0.0222857;vechain
2023-01-27;0.02296194;0.02387867;0.02182286;0.02387867;vechain
2023-01-31;0.02491969;0.02491969;0.02306592;0.02306592;vechain
2023-02-03;0.0231872;0.02483059;0.0231872;0.02416719;vechain
2023-02-07;0.024841;0.02495321;0.02396973;0.02396973;vechain
2023-02-11;0.02602518;0.02602518;0.02327046;0.02362798;vechain
2023-02-15;0.02396839;0.02396839;0.02303861;0.02388793;vechain
2023-02-19;0.02563605;0.02773648;0.02453915;0.02718365;vechain
2023-02-23;0.02867717;0.03175356;0.02867717;0.02949197;vechain
2023-02-27;0.0297459;0.0297459;0.02696252;0.02820607;vechain
2023-02-28;0.02813512;0.02813512;0.02696442;0.02723513;vechain
2023-03-07;0.02546937;0.02546937;0.02437219;0.02464829;vechain
2023-03-11;0.0236168;0.0236168;0.02034695;0.0206761;vechain
2023-03-15;0.02038518;0.02399048;0.02038518;0.02399048;vechain
2023-03-19;0.02197843;0.0243294;0.02197843;0.02313111;vechain
2023-03-23;0.02470255;0.02470255;0.02266105;0.02266105;vechain
2023-03-27;0.02374662;0.02374662;0.02291889;0.0229415;vechain
2023-03-31;0.02211661;0.02324512;0.02211661;0.02291947;vechain
2023-04-03;0.02349605;0.02354593;0.02332746;0.02332746;vechain
2023-04-07;0.02313952;0.02458014;0.02313952;0.02458014;vechain
2023-04-11;0.02417252;0.02496944;0.02401261;0.02496944;vechain
2023-04-15;0.02491139;0.02585725;0.02447661;0.02585725;vechain
2023-04-19;0.02573093;0.02644756;0.02547953;0.02644756;vechain
2023-04-23;0.02387228;0.02387228;0.02216246;0.02272088;vechain
2023-04-27;0.0221514;0.02271946;0.02201071;0.02201071;vechain
2023-04-30;0.02257517;0.02266973;0.02243741;0.02266973;vechain
2023-05-03;0.02231972;0.02231972;0.02118072;0.02118072;vechain
2023-05-07;0.02093514;0.02118598;0.02033676;0.02033676;vechain
2023-05-11;0.02028111;0.02028111;0.01935954;0.0196558;vechain
2023-05-15;0.01903106;0.01921642;0.01903106;0.01920759;vechain
2023-05-19;0.01949923;0.01996167;0.01947728;0.01952313;vechain
2023-05-23;0.0195789;0.0195789;0.0190009;0.01933389;vechain
2023-05-27;0.01940843;0.01948684;0.0192791;0.0192791;vechain
2023-05-31;0.02013588;0.02090884;0.02013588;0.02090884;vechain
2023-06-03;0.02036239;0.02036239;0.01976024;0.01979065;vechain
2023-06-07;0.01997652;0.01997652;0.01860356;0.01890736;vechain
2023-06-11;0.01776746;0.01782821;0.01561324;0.01561324;vechain
2023-06-15;0.01580136;0.01602759;0.01540549;0.01540549;vechain
2023-06-19;0.01498419;0.01501442;0.01472029;0.01484293;vechain
2023-06-23;0.01514497;0.01693784;0.01514497;0.01693784;vechain
2023-06-27;0.01869368;0.01869368;0.01812861;0.01830989;vechain
2023-06-30;0.01893697;0.01893697;0.01800946;0.01888402;vechain
2023-07-03;0.01967452;0.02052068;0.01967452;0.02040808;vechain
2023-07-07;0.02041948;0.02041948;0.01842363;0.01842363;vechain
2023-07-11;0.01863556;0.01880931;0.01855511;0.01860763;vechain
2023-07-15;0.01878797;0.02021272;0.01878797;0.01946638;vechain
2023-07-19;0.01963806;0.01963806;0.01906234;0.01906234;vechain
