Time;Open;High;Low;Close;Id
2022-08-23;1622.31;1622.31;1622.31;1622.31;ethereum
2022-08-27;1665.79;1697.08;1510.19;1510.19;ethereum
2022-08-31;1496.06;1555.18;1438.75;1525.4;ethereum
2022-09-03;1552.56;1588.98;1552.56;1575.18;ethereum
2022-09-07;1555.67;1617.94;1555.67;1564.56;ethereum
2022-09-11;1629.88;1779.52;1629.88;1779.52;ethereum
2022-09-15;1761.32;1761.32;1573.21;1635.37;ethereum
2022-09-19;1472.0;1472.0;1335.85;1335.85;ethereum
2022-09-23;1379.92;1379.92;1252.77;1330.79;ethereum
2022-09-27;1329.56;1335.12;1294.08;1335.12;ethereum
2022-09-30;1331.15;1340.02;1331.15;1335.74;ethereum
2022-10-03;1329.15;1329.15;1277.9;1277.9;ethereum
2022-10-07;1323.5;1363.24;1323.5;1351.43;ethereum
2022-10-11;1324.89;1324.89;1291.08;1291.08;ethereum
2022-10-15;1279.88;1297.63;1279.88;1297.63;ethereum
2022-10-19;1275.69;1333.44;1275.69;1311.81;ethereum
2022-10-23;1284.65;1313.77;1282.04;1313.77;ethereum
2022-10-27;1364.49;1568.75;1343.33;1568.75;ethereum
2022-10-31;1514.86;1619.43;1514.86;1591.05;ethereum
2022-11-03;1572.98;1580.38;1520.64;1520.64;ethereum
2022-11-07;1531.11;1644.19;1531.11;1572.95;ethereum
2022-11-11;1569.99;1569.99;1095.18;1301.55;ethereum
2022-11-15;1293.91;1293.91;1223.01;1242.0;ethereum
2022-11-19;1252.71;1252.71;1201.79;1213.5;ethereum
2022-11-23;1218.89;1218.89;1110.29;1135.18;ethereum
2022-11-27;1184.46;1205.66;1184.46;1205.66;ethereum
2022-11-30;1196.2;1216.94;1170.12;1216.94;ethereum
2022-12-03;1298.94;1298.94;1276.64;1293.95;ethereum
2022-12-07;1243.04;1282.42;1243.04;1271.94;ethereum
2022-12-11;1233.63;1281.21;1233.63;1264.79;ethereum
2022-12-15;1264.32;1319.41;1264.32;1308.4;ethereum
2022-12-19;1263.75;1263.75;1165.97;1186.78;ethereum
2022-12-23;1166.99;1217.89;1166.99;1217.85;ethereum
2022-12-27;1220.7;1226.25;1219.29;1226.25;ethereum
2022-12-31;1211.82;1211.82;1188.73;1199.11;ethereum
2023-01-03;1196.61;1214.38;1196.61;1214.38;ethereum
2023-01-07;1214.76;1270.03;1214.76;1270.03;ethereum
2023-01-11;1264.84;1336.02;1264.84;1336.02;ethereum
2023-01-15;1389.77;1549.11;1389.77;1549.11;ethereum
2023-01-19;1551.32;1577.73;1516.56;1516.56;ethereum
2023-01-23;1550.51;1661.33;1550.51;1630.84;ethereum
2023-01-27;1632.96;1632.96;1557.06;1602.85;ethereum
2023-01-31;1598.47;1646.52;1568.65;1568.65;ethereum
2023-02-03;1586.54;1648.68;1586.54;1648.68;ethereum
2023-02-07;1665.43;1667.27;1617.14;1617.14;ethereum
2023-02-11;1672.82;1672.82;1515.53;1515.53;ethereum
2023-02-15;1541.97;1556.96;1506.92;1556.96;ethereum
2023-02-19;1674.86;1697.08;1646.14;1692.52;ethereum
2023-02-23;1680.38;1700.2;1643.17;1643.17;ethereum
2023-02-27;1651.85;1651.85;1593.95;1640.58;ethereum
2023-02-28;1633.98;1663.93;1606.63;1647.66;ethereum
2023-03-07;1570.67;1570.67;1563.23;1567.35;ethereum
2023-03-11;1563.81;1563.81;1429.6;1429.6;ethereum
2023-03-15;1474.4;1708.3;1474.4;1708.3;ethereum
2023-03-19;1658.07;1793.3;1658.07;1769.43;ethereum
2023-03-23;1801.37;1811.41;1744.44;1747.64;ethereum
2023-03-27;1824.96;1824.96;1751.22;1776.87;ethereum
2023-03-31;1719.17;1795.54;1719.17;1792.91;ethereum
2023-04-03;1824.02;1824.02;1797.74;1797.74;ethereum
2023-04-07;1810.47;1911.34;1810.47;1872.25;ethereum
2023-04-11;1866.66;1909.88;1851.05;1909.88;ethereum
2023-04-15;1892.94;2102.95;1892.94;2102.95;ethereum
2023-04-19;2093.17;2118.6;2077.54;2103.28;ethereum
2023-04-23;1936.43;1943.44;1850.15;1877.54;ethereum
2023-04-27;1863.64;1870.57;1842.63;1867.59;ethereum
2023-04-30;1910.46;1910.46;1894.43;1905.27;ethereum
2023-05-03;1885.39;1885.39;1832.73;1870.83;ethereum
2023-05-07;1903.73;1993.61;1877.4;1900.41;ethereum
2023-05-11;1895.23;1895.23;1842.87;1842.87;ethereum
2023-05-15;1798.07;1808.69;1797.2;1799.01;ethereum
2023-05-19;1820.04;1823.66;1802.39;1802.39;ethereum
2023-05-23;1812.13;1818.97;1804.93;1818.4;ethereum
2023-05-27;1854.19;1854.19;1800.74;1828.96;ethereum
2023-05-31;1830.31;1913.82;1830.31;1901.08;ethereum
2023-06-03;1874.69;1907.21;1861.73;1907.21;ethereum
