prices;fecha;market_caps;total_volumes;Id
9.704574378628937;2022-08-23;683169528.4590579;47741126.22451156;neo
9.96365301348016;2022-08-24;703997444.9928131;71093965.13387804;neo
9.944398359380205;2022-08-25;699984518.7233922;71814296.33752905;neo
10.016593412328392;2022-08-26;706011336.5354483;51437395.2584061;neo
9.025245523957826;2022-08-27;635039155.2355243;67345645.04392672;neo
9.184812223018133;2022-08-28;648644531.0840535;43639050.278810956;neo
8.942098097133174;2022-08-29;632686670.4128796;49176719.19077466;neo
9.405404476823067;2022-08-30;664268514.0708945;41995271.28271204;neo
9.073782243865235;2022-08-31;642125479.7106844;42420708.61145897;neo
9.032352497584714;2022-09-01;636828913.2677759;26882784.80685481;neo
9.17470687817739;2022-09-02;646682634.900777;37425281.85485379;neo
9.037624890585528;2022-09-03;637595107.2653035;32920403.772055283;neo
9.1516825793131;2022-09-04;645498562.2977828;22080170.219371244;neo
9.513812108217797;2022-09-05;670803709.5925959;23848814.37172427;neo
9.346461143555155;2022-09-06;659161530.4511132;27178087.83485156;neo
8.598574240165915;2022-09-07;606637074.5211599;39202951.77547154;neo
8.873083308460544;2022-09-08;628219824.1095207;37144883.020018265;neo
9.44257701653413;2022-09-09;665973679.9424927;47243308.81789212;neo
9.89517691484168;2022-09-10;696312970.94863;46729350.48581628;neo
9.90744101665962;2022-09-11;698051485.427635;38613281.55807122;neo
9.783055601851824;2022-09-12;690781030.8986771;24784845.667560074;neo
9.887321238885853;2022-09-13;695197089.0318421;56353136.207031265;neo
8.924453915929838;2022-09-14;630848692.2836632;50017580.08821503;neo
9.098754332787513;2022-09-15;640523404.9515934;31297673.43899388;neo
9.12070854433154;2022-09-16;643427538.0659695;53012090.65846991;neo
9.003811074561543;2022-09-17;634960252.8451647;39883236.983544074;neo
9.116704516809918;2022-09-18;643115197.2401006;24664931.305026576;neo
8.255104107382119;2022-09-19;582253888.7165043;27685646.6395543;neo
8.420961429081903;2022-09-20;594013275.1614001;37578376.79489591;neo
8.340007636118559;2022-09-21;589428961.6535385;33550181.20563623;neo
8.089540697893565;2022-09-22;570822193.5932698;42932335.53406277;neo
8.455613588452767;2022-09-23;596355408.170934;31263002.535474885;neo
8.576588994766157;2022-09-24;607286051.9490591;38096232.15307699;neo
8.42308921318996;2022-09-25;595043727.7355595;23810374.126635317;neo
8.2799045619213;2022-09-26;584129847.3945348;20428361.33189169;neo
8.369941959192536;2022-09-27;589633949.9463811;30070288.736095835;neo
8.930745741390481;2022-09-28;632516320.4932466;107687296.37375611;neo
8.657449278326018;2022-09-29;610603957.0620508;47159130.51712122;neo
8.772982573650006;2022-09-30;618420433.3116044;30709323.595700745;neo
8.84623943354781;2022-10-01;624096861.3522784;35886847.76837085;neo
8.77327672376557;2022-10-02;618847708.0822349;18262703.57057428;neo
8.527031092927395;2022-10-03;603827127.7579178;20001256.283019453;neo
8.738879314929092;2022-10-04;617484802.6835215;26505094.418716516;neo
8.927705898311501;2022-10-05;630025274.4867513;27637273.62745953;neo
8.7417204752462;2022-10-06;616451558.5585276;24845558.625555985;neo
8.572634862889723;2022-10-07;604648213.1664122;22068382.075293314;neo
8.452736186843767;2022-10-08;595539069.2090402;24142408.590176687;neo
8.498621369075616;2022-10-09;599180586.4044359;24996615.398804575;neo
8.535065346267046;2022-10-10;600491778.8877897;18691321.246217865;neo
8.192406839940178;2022-10-11;578406888.909528;19626730.09367764;neo
8.026016438188462;2022-10-12;565072302.3151277;23981252.200510055;neo
8.03447364196617;2022-10-13;566637626.7758667;18550608.40898172;neo
7.900688383476202;2022-10-14;556987153.8436882;34826518.08743965;neo
7.737701718564307;2022-10-15;545161863.8396059;19817637.581333343;neo
7.736928077179703;2022-10-16;545948574.7594306;15776471.24225371;neo
7.884032620305531;2022-10-17;555887310.0945427;17351113.456372496;neo
8.054447704457226;2022-10-18;568035326.3875829;20375135.080175657;neo
7.9199778952325905;2022-10-19;558850492.2947872;21730845.33689569;neo
7.685996918001229;2022-10-20;541451528.1653408;22480623.32602284;neo
7.764907511509744;2022-10-21;547674125.9264622;23566429.768197346;neo
7.851014271535248;2022-10-22;553576522.2301145;17875300.485045005;neo
8.026753346737767;2022-10-23;565860601.91183;13931433.924706874;neo
8.562507965737964;2022-10-24;603807240.430563;83561987.31877658;neo
8.201952081036058;2022-10-25;577346983.3985243;34454934.02665095;neo
8.523022748705559;2022-10-26;601819627.5701591;34356593.180783875;neo
8.585154913674158;2022-10-27;604914615.9538559;37357892.20018494;neo
8.438542790515156;2022-10-28;597459379.6315048;39114162.80049227;neo
8.623639309464464;2022-10-29;608137689.2856873;30905422.293120313;neo
8.800935155866972;2022-10-30;620132542.6851954;40080146.92146141;neo
8.582501528520064;2022-10-31;604373916.6571496;29597108.59362859;neo
8.524496878085559;2022-11-01;601502059.1600556;45083348.13858125;neo
8.435348074654565;2022-11-02;594609606.92311;34631224.67384571;neo
8.211844304634337;2022-11-03;579145297.2535424;45499916.96285382;neo
8.34938147029543;2022-11-04;588005265.2735742;35462132.45935631;neo
8.965248047699053;2022-11-05;631643151.4289427;50832502.63395056;neo
9.027226365961848;2022-11-06;637092251.4617515;48203320.6126089;neo
8.561642016555146;2022-11-07;604439828.7330662;39454320.300441496;neo
8.639065492852843;2022-11-08;609301490.5212388;41521854.207443565;neo
7.4589209879478275;2022-11-09;527493794.8155761;77178074.21807884;neo
6.1604370397256485;2022-11-10;435018827.4305503;72006509.5864558;neo
7.173822805430863;2022-11-11;505989294.47749233;51640235.03614727;neo
